source,superstep,worker,start_time,end_time,duration,active_vertices
3372,1,0,0.001497,0.001857,0.000360,10508
3372,1,1,0.192107,0.192354,0.000248,10508
3372,1,2,0.174400,0.174653,0.000253,10507
3372,1,3,0.178523,0.178777,0.000254,10507
3372,1,4,0.194289,0.194542,0.000252,10507
3372,1,5,0.191131,0.191368,0.000237,10507
3372,1,6,0.190484,0.190724,0.000241,10507
3372,1,7,0.187801,0.188051,0.000250,10507
3372,1,8,0.139808,0.140012,0.000204,10507
3372,1,9,0.147202,0.147405,0.000203,10507
3372,1,10,0.138857,0.139058,0.000201,10507
3372,1,11,0.138457,0.138667,0.000210,10507
3372,1,12,0.192388,0.192667,0.000278,10507
3372,1,13,0.185938,0.186200,0.000261,10507
3372,1,14,0.183253,0.183543,0.000289,10507
3372,1,15,0.165926,0.166208,0.000282,10507
3372,2,0,0.011484,0.011594,0.000109,0
3372,2,1,0.202094,0.202144,0.000050,0
3372,2,2,0.184452,0.184506,0.000055,0
3372,2,3,0.188566,0.188620,0.000054,0
3372,2,4,0.204376,0.204519,0.000143,1
3372,2,5,0.201186,0.201246,0.000060,0
3372,2,6,0.200484,0.200545,0.000061,0
3372,2,7,0.197839,0.197893,0.000054,0
3372,2,8,0.149936,0.150001,0.000065,0
3372,2,9,0.157304,0.157374,0.000070,0
3372,2,10,0.149005,0.149065,0.000060,0
3372,2,11,0.148570,0.149305,0.000735,1
3372,2,12,0.202447,0.202504,0.000057,0
3372,2,13,0.195978,0.196033,0.000055,0
3372,2,14,0.193274,0.193371,0.000097,0
3372,2,15,0.175987,0.176043,0.000056,0
3372,3,0,0.021468,0.041015,0.019547,22
3372,3,1,0.212133,0.227217,0.015084,13
3372,3,2,0.194409,0.206777,0.012367,20
3372,3,3,0.198543,0.220931,0.022388,17
3372,3,4,0.214356,0.233783,0.019426,22
3372,3,5,0.211152,0.237529,0.026377,23
3372,3,6,0.210507,0.230811,0.020304,20
3372,3,7,0.207763,0.219437,0.011675,18
3372,3,8,0.159947,0.171681,0.011734,14
3372,3,9,0.167349,0.173056,0.005706,15
3372,3,10,0.159008,0.175653,0.016645,18
3372,3,11,0.158533,0.171728,0.013195,17
3372,3,12,0.212394,0.229783,0.017390,17
3372,3,13,0.205880,0.220996,0.015116,14
3372,3,14,0.203201,0.225497,0.022297,19
3372,3,15,0.185835,0.205235,0.019400,16
3372,4,0,0.078034,0.295750,0.217716,7517
3372,4,1,0.268659,0.473725,0.205067,7450
3372,4,2,0.250991,0.467398,0.216408,7530
3372,4,3,0.255120,0.470358,0.215238,7549
3372,4,4,0.270851,0.479974,0.209123,7457
3372,4,5,0.267632,0.473072,0.205440,7500
3372,4,6,0.267082,0.474934,0.207852,7531
3372,4,7,0.264317,0.465965,0.201648,7477
3372,4,8,0.216776,0.468123,0.251348,7502
3372,4,9,0.223849,0.479720,0.255871,7427
3372,4,10,0.215533,0.456065,0.240531,7437
3372,4,11,0.214963,0.440786,0.225823,7420
3372,4,12,0.268823,0.483144,0.214321,7535
3372,4,13,0.262317,0.468320,0.206003,7459
3372,4,14,0.259804,0.476466,0.216662,7539
3372,4,15,0.242472,0.463570,0.221098,7456
3372,5,0,0.453602,0.689556,0.235954,10433
3372,5,1,0.644222,0.867904,0.223682,10412
3372,5,2,0.626506,0.857504,0.230999,10423
3372,5,3,0.630666,0.859788,0.229123,10425
3372,5,4,0.646392,0.873430,0.227038,10434
3372,5,5,0.643262,0.867142,0.223881,10424
3372,5,6,0.642574,0.865488,0.222915,10426
3372,5,7,0.639946,0.864728,0.224782,10436
3372,5,8,0.592000,0.845614,0.253615,10435
3372,5,9,0.599350,0.849093,0.249743,10436
3372,5,10,0.591055,0.850563,0.259508,10414
3372,5,11,0.590652,0.832326,0.241673,10416
3372,5,12,0.644512,0.876786,0.232274,10424
3372,5,13,0.638051,0.861450,0.223399,10431
3372,5,14,0.635490,0.867875,0.232384,10423
3372,5,15,0.618102,0.858720,0.240618,10412
3372,6,0,0.842249,1.097434,0.255185,10496
3372,6,1,1.032968,1.263957,0.230989,10495
3372,6,2,1.015141,1.263689,0.248547,10494
3372,6,3,1.019334,1.271022,0.251688,10497
3372,6,4,1.035133,1.259861,0.224727,10502
3372,6,5,1.031960,1.255701,0.223742,10499
3372,6,6,1.031365,1.253986,0.222621,10499
3372,6,7,1.028657,1.254552,0.225894,10494
3372,6,8,0.980626,1.241700,0.261074,10497
3372,6,9,0.988088,1.247984,0.259897,10499
3372,6,10,0.979608,1.247509,0.267900,10497
3372,6,11,0.979193,1.228191,0.248998,10498
3372,6,12,1.033181,1.275228,0.242048,10492
3372,6,13,1.026652,1.258806,0.232154,10492
3372,6,14,1.024089,1.273868,0.249779,10495
3372,6,15,1.006689,1.243546,0.236857,10498
3372,7,0,1.236284,1.481541,0.245256,10498
3372,7,1,1.426924,1.651458,0.224534,10494
3372,7,2,1.409236,1.640439,0.231203,10500
