source,superstep,worker,start_time,end_time,duration,active_vertices
84939,1,0,0.005905,0.006280,0.000375,10508
84939,1,1,0.170566,0.170830,0.000264,10508
84939,1,2,0.192694,0.192968,0.000275,10507
84939,1,3,0.189288,0.189578,0.000290,10507
84939,1,4,0.212360,0.212637,0.000277,10507
84939,1,5,0.205353,0.205625,0.000272,10507
84939,1,6,0.206772,0.207183,0.000412,10507
84939,1,7,0.209347,0.209620,0.000273,10507
84939,1,8,0.205869,0.206113,0.000244,10507
84939,1,9,0.216565,0.216805,0.000240,10507
84939,1,10,0.211130,0.211389,0.000259,10507
84939,1,11,0.223951,0.224184,0.000234,10507
84939,1,12,0.221528,0.221778,0.000250,10507
84939,1,13,0.210875,0.211162,0.000287,10507
84939,1,14,0.209398,0.209653,0.000255,10507
84939,1,15,0.210957,0.211198,0.000242,10507
84939,2,0,0.016512,0.016628,0.000116,0
84939,2,1,0.181228,0.181282,0.000054,0
84939,2,2,0.203464,0.203516,0.000053,0
84939,2,3,0.199962,0.200017,0.000054,0
84939,2,4,0.223128,0.223182,0.000054,0
84939,2,5,0.216156,0.216213,0.000057,0
84939,2,6,0.217519,0.217572,0.000053,0
84939,2,7,0.220070,0.220126,0.000056,0
84939,2,8,0.216723,0.216775,0.000052,0
84939,2,9,0.227379,0.227431,0.000052,0
84939,2,10,0.222036,0.222127,0.000091,1
84939,2,11,0.234823,0.235261,0.000438,1
84939,2,12,0.232529,0.232585,0.000056,0
84939,2,13,0.221771,0.221834,0.000063,0
84939,2,14,0.220365,0.220417,0.000053,0
84939,2,15,0.221854,0.221908,0.000054,0
84939,3,0,0.027037,0.046423,0.019386,21
84939,3,1,0.191772,0.207160,0.015388,12
84939,3,2,0.213932,0.227169,0.013237,20
84939,3,3,0.210493,0.233745,0.023252,17
84939,3,4,0.233591,0.252153,0.018562,22
84939,3,5,0.226562,0.251817,0.025256,21
84939,3,6,0.228015,0.247928,0.019914,20
84939,3,7,0.230624,0.242328,0.011704,17
84939,3,8,0.227242,0.240652,0.013409,14
84939,3,9,0.237874,0.242716,0.004842,14
84939,3,10,0.232451,0.247870,0.015419,18
84939,3,11,0.245292,0.258704,0.013412,18
84939,3,12,0.243056,0.259476,0.016420,17
84939,3,13,0.232282,0.247417,0.015135,15
84939,3,14,0.230772,0.251369,0.020597,20
84939,3,15,0.232312,0.250303,0.017991,16
84939,4,0,0.079063,0.309399,0.230336,7515
84939,4,1,0.243786,0.460627,0.216841,7446
84939,4,2,0.265873,0.492082,0.226209,7529
84939,4,3,0.262517,0.494637,0.232120,7545
84939,4,4,0.285791,0.498995,0.213204,7452
84939,4,5,0.278756,0.504403,0.225647,7495
84939,4,6,0.280138,0.497022,0.216884,7529
84939,4,7,0.282540,0.496843,0.214303,7476
84939,4,8,0.279247,0.491133,0.211885,7497
84939,4,9,0.289935,0.497303,0.207368,7424
84939,4,10,0.284415,0.484181,0.199766,7435
84939,4,11,0.297272,0.487084,0.189812,7419
84939,4,12,0.295085,0.501537,0.206452,7531
84939,4,13,0.284376,0.494475,0.210099,7453
84939,4,14,0.282936,0.489407,0.206471,7535
84939,4,15,0.284478,0.493410,0.208931,7453
84939,5,0,0.421818,0.678160,0.256342,10433
84939,5,1,0.586487,0.839329,0.252843,10412
84939,5,2,0.608542,0.860494,0.251952,10421
84939,5,3,0.605240,0.851503,0.246263,10425
84939,5,4,0.628332,0.861101,0.232769,10433
84939,5,5,0.621262,0.868868,0.247606,10423
84939,5,6,0.622737,0.860784,0.238047,10426
84939,5,7,0.625340,0.862007,0.236667,10437
84939,5,8,0.622098,0.850224,0.228126,10433
84939,5,9,0.632779,0.849219,0.216440,10435
84939,5,10,0.627201,0.843275,0.216074,10414
84939,5,11,0.640163,0.849966,0.209803,10414
84939,5,12,0.637699,0.857934,0.220235,10421
84939,5,13,0.626972,0.851367,0.224395,10430
84939,5,14,0.625567,0.855258,0.229691,10423
84939,5,15,0.627089,0.860220,0.233130,10410
84939,6,0,0.797302,1.073824,0.276522,10497
84939,6,1,0.961956,1.208381,0.246425,10494
84939,6,2,0.984246,1.239025,0.254779,10496
84939,6,3,0.980852,1.236276,0.255424,10497
84939,6,4,1.003830,1.235226,0.231396,10501
84939,6,5,0.996817,1.235690,0.238873,10498
84939,6,6,0.998226,1.231978,0.233752,10500
84939,6,7,1.000781,1.241202,0.240420,10494
84939,6,8,0.997564,1.225518,0.227953,10499
84939,6,9,1.008050,1.225493,0.217443,10499
84939,6,10,1.002806,1.222905,0.220099,10494
84939,6,11,1.015611,1.236776,0.221164,10499
84939,6,12,1.013272,1.232378,0.219106,10491
84939,6,13,1.002449,1.224877,0.222427,10493
84939,6,14,1.001080,1.226587,0.225506,10495
84939,6,15,1.002613,1.219671,0.217058,10499
84939,7,0,1.182061,1.430039,0.247978,10493
84939,7,1,1.346792,1.560144,0.213352,10489
84939,7,2,1.368888,1.588480,0.219592,10494
84939,7,3,1.365501,1.594973,0.229472,10496
84939,7,4,1.388752,1.594870,0.206118,10486
84939,7,5,1.381608,1.600728,0.219120,10498
84939,7,6,1.383126,1.610294,0.227168,10494
84939,7,7,1.385690,1.612064,0.226374,10494
84939,7,8,1.382317,1.594869,0.212552,10499
84939,7,9,1.392883,1.595803,0.202920,10494
84939,7,10,1.387586,1.590701,0.203116,10491
84939,7,11,1.400354,1.597552,0.197198,10495
84939,7,12,1.398167,1.602469,0.204302,10494
84939,7,13,1.387333,1.599716,0.212384,10491
84939,7,14,1.386012,1.598717,0.212705,10495
84939,7,15,1.387466,1.593240,0.205774,10494
84939,8,0,1.535627,1.745093,0.209466,10474
84939,8,1,1.700275,1.888534,0.188259,10484
84939,8,2,1.722487,1.926991,0.204505,10482
84939,8,3,1.719133,1.926960,0.207828,10483
84939,8,4,1.742240,1.934740,0.192500,10493
84939,8,5,1.735175,1.923365,0.188191,10477
84939,8,6,1.736636,1.925655,0.189019,10481
84939,8,7,1.739223,1.933245,0.194021,10488
84939,8,8,1.735848,1.930819,0.194971,10488
84939,8,9,1.746460,1.936204,0.189744,10479
84939,8,10,1.741086,1.925616,0.184530,10479
84939,8,11,1.753938,1.931535,0.177598,10483
84939,8,12,1.751567,1.943153,0.191586,10482
84939,8,13,1.740861,1.936640,0.195779,10479
84939,8,14,1.739323,1.930374,0.191051,10481
84939,8,15,1.740876,1.932131,0.191255,10482
84939,9,0,1.843621,2.021907,0.178286,10426
84939,9,1,2.008324,2.179575,0.171251,10424
84939,9,2,2.030478,2.200262,0.169784,10417
84939,9,3,2.027083,2.204470,0.177388,10416
84939,9,4,2.050277,2.215551,0.165274,10433
84939,9,5,2.043264,2.214313,0.171049,10412
84939,9,6,2.044658,2.211148,0.166490,10420
84939,9,7,2.047225,2.224411,0.177186,10422
84939,9,8,2.043805,2.206033,0.162227,10429
84939,9,9,2.054464,2.214958,0.160494,10425
84939,9,10,2.049081,2.209537,0.160456,10407
84939,9,11,2.061903,2.216682,0.154779,10424
84939,9,12,2.059582,2.224146,0.164565,10426
84939,9,13,2.048780,2.214057,0.165277,10416
84939,9,14,2.047547,2.219404,0.171857,10413
84939,9,15,2.048975,2.206758,0.157783,10420
84939,10,0,2.115177,2.255462,0.140284,10396
84939,10,1,2.279829,2.417576,0.137747,10404
84939,10,2,2.302050,2.447666,0.145617,10405
84939,10,3,2.298638,2.437847,0.139209,10413
84939,10,4,2.321732,2.462003,0.140271,10416
84939,10,5,2.314707,2.447836,0.133129,10390
